folder,filename,class,color,size,texture,variant
christmastreeornamentball_color,christmastreeornamentball_large_bumpy_02_brown.png,christmastreeornamentball,brown,large,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_large_bumpy_02_black.png,christmastreeornamentball,black,large,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_large_bumpy_02_gray.png,christmastreeornamentball,gray,large,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_large_smooth_01_red.png,christmastreeornamentball,red,large,smooth,1
christmastreeornamentball_color,christmastreeornamentball_large_smooth_01_green.png,christmastreeornamentball,green,large,smooth,1
christmastreeornamentball_color,christmastreeornamentball_large_smooth_01_blue.png,christmastreeornamentball,blue,large,smooth,1
christmastreeornamentball_color,christmastreeornamentball_large_smooth_01_yellow.png,christmastreeornamentball,yellow,large,smooth,1
christmastreeornamentball_color,christmastreeornamentball_large_smooth_01_orange.png,christmastreeornamentball,orange,large,smooth,1
christmastreeornamentball_color,christmastreeornamentball_large_smooth_01_purple.png,christmastreeornamentball,purple,large,smooth,1
christmastreeornamentball_color,christmastreeornamentball_large_smooth_01_pink.png,christmastreeornamentball,pink,large,smooth,1
christmastreeornamentball_color,christmastreeornamentball_large_smooth_01_brown.png,christmastreeornamentball,brown,large,smooth,1
christmastreeornamentball_color,christmastreeornamentball_large_smooth_01_black.png,christmastreeornamentball,black,large,smooth,1
christmastreeornamentball_color,christmastreeornamentball_large_smooth_01_gray.png,christmastreeornamentball,gray,large,smooth,1
christmastreeornamentball_color,christmastreeornamentball_large_smooth_02_red.png,christmastreeornamentball,red,large,smooth,2
christmastreeornamentball_color,christmastreeornamentball_large_smooth_02_green.png,christmastreeornamentball,green,large,smooth,2
christmastreeornamentball_color,christmastreeornamentball_large_smooth_02_blue.png,christmastreeornamentball,blue,large,smooth,2
christmastreeornamentball_color,christmastreeornamentball_large_smooth_02_yellow.png,christmastreeornamentball,yellow,large,smooth,2
christmastreeornamentball_color,christmastreeornamentball_large_smooth_02_orange.png,christmastreeornamentball,orange,large,smooth,2
christmastreeornamentball_color,christmastreeornamentball_large_smooth_02_purple.png,christmastreeornamentball,purple,large,smooth,2
christmastreeornamentball_color,christmastreeornamentball_large_smooth_02_pink.png,christmastreeornamentball,pink,large,smooth,2
christmastreeornamentball_color,christmastreeornamentball_large_smooth_02_brown.png,christmastreeornamentball,brown,large,smooth,2
christmastreeornamentball_color,christmastreeornamentball_large_smooth_02_black.png,christmastreeornamentball,black,large,smooth,2
christmastreeornamentball_color,christmastreeornamentball_large_smooth_02_gray.png,christmastreeornamentball,gray,large,smooth,2
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_01_red.png,christmastreeornamentball,red,medium,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_01_green.png,christmastreeornamentball,green,medium,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_01_blue.png,christmastreeornamentball,blue,medium,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_01_yellow.png,christmastreeornamentball,yellow,medium,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_01_orange.png,christmastreeornamentball,orange,medium,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_01_purple.png,christmastreeornamentball,purple,medium,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_01_pink.png,christmastreeornamentball,pink,medium,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_01_brown.png,christmastreeornamentball,brown,medium,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_01_black.png,christmastreeornamentball,black,medium,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_01_gray.png,christmastreeornamentball,gray,medium,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_02_red.png,christmastreeornamentball,red,medium,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_02_green.png,christmastreeornamentball,green,medium,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_02_blue.png,christmastreeornamentball,blue,medium,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_02_yellow.png,christmastreeornamentball,yellow,medium,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_02_orange.png,christmastreeornamentball,orange,medium,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_02_purple.png,christmastreeornamentball,purple,medium,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_02_pink.png,christmastreeornamentball,pink,medium,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_02_brown.png,christmastreeornamentball,brown,medium,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_02_black.png,christmastreeornamentball,black,medium,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_medium_bumpy_02_gray.png,christmastreeornamentball,gray,medium,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_01_red.png,christmastreeornamentball,red,medium,smooth,1
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_01_green.png,christmastreeornamentball,green,medium,smooth,1
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_01_blue.png,christmastreeornamentball,blue,medium,smooth,1
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_01_yellow.png,christmastreeornamentball,yellow,medium,smooth,1
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_01_orange.png,christmastreeornamentball,orange,medium,smooth,1
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_01_purple.png,christmastreeornamentball,purple,medium,smooth,1
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_01_pink.png,christmastreeornamentball,pink,medium,smooth,1
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_01_brown.png,christmastreeornamentball,brown,medium,smooth,1
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_01_black.png,christmastreeornamentball,black,medium,smooth,1
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_01_gray.png,christmastreeornamentball,gray,medium,smooth,1
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_02_red.png,christmastreeornamentball,red,medium,smooth,2
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_02_green.png,christmastreeornamentball,green,medium,smooth,2
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_02_blue.png,christmastreeornamentball,blue,medium,smooth,2
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_02_yellow.png,christmastreeornamentball,yellow,medium,smooth,2
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_02_orange.png,christmastreeornamentball,orange,medium,smooth,2
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_02_purple.png,christmastreeornamentball,purple,medium,smooth,2
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_02_pink.png,christmastreeornamentball,pink,medium,smooth,2
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_02_brown.png,christmastreeornamentball,brown,medium,smooth,2
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_02_black.png,christmastreeornamentball,black,medium,smooth,2
christmastreeornamentball_color,christmastreeornamentball_medium_smooth_02_gray.png,christmastreeornamentball,gray,medium,smooth,2
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_01_red.png,christmastreeornamentball,red,small,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_01_green.png,christmastreeornamentball,green,small,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_01_blue.png,christmastreeornamentball,blue,small,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_01_yellow.png,christmastreeornamentball,yellow,small,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_01_orange.png,christmastreeornamentball,orange,small,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_01_purple.png,christmastreeornamentball,purple,small,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_01_pink.png,christmastreeornamentball,pink,small,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_01_brown.png,christmastreeornamentball,brown,small,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_01_black.png,christmastreeornamentball,black,small,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_01_gray.png,christmastreeornamentball,gray,small,bumpy,1
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_02_red.png,christmastreeornamentball,red,small,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_02_green.png,christmastreeornamentball,green,small,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_02_blue.png,christmastreeornamentball,blue,small,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_02_yellow.png,christmastreeornamentball,yellow,small,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_02_orange.png,christmastreeornamentball,orange,small,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_02_purple.png,christmastreeornamentball,purple,small,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_02_pink.png,christmastreeornamentball,pink,small,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_02_brown.png,christmastreeornamentball,brown,small,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_02_black.png,christmastreeornamentball,black,small,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_small_bumpy_02_gray.png,christmastreeornamentball,gray,small,bumpy,2
christmastreeornamentball_color,christmastreeornamentball_small_smooth_01_red.png,christmastreeornamentball,red,small,smooth,1
christmastreeornamentball_color,christmastreeornamentball_small_smooth_01_green.png,christmastreeornamentball,green,small,smooth,1
christmastreeornamentball_color,christmastreeornamentball_small_smooth_01_blue.png,christmastreeornamentball,blue,small,smooth,1
christmastreeornamentball_color,christmastreeornamentball_small_smooth_01_yellow.png,christmastreeornamentball,yellow,small,smooth,1
christmastreeornamentball_color,christmastreeornamentball_small_smooth_01_orange.png,christmastreeornamentball,orange,small,smooth,1
christmastreeornamentball_color,christmastreeornamentball_small_smooth_01_purple.png,christmastreeornamentball,purple,small,smooth,1
christmastreeornamentball_color,christmastreeornamentball_small_smooth_01_pink.png,christmastreeornamentball,pink,small,smooth,1
christmastreeornamentball_color,christmastreeornamentball_small_smooth_01_brown.png,christmastreeornamentball,brown,small,smooth,1
christmastreeornamentball_color,christmastreeornamentball_small_smooth_01_black.png,christmastreeornamentball,black,small,smooth,1
christmastreeornamentball_color,christmastreeornamentball_small_smooth_01_gray.png,christmastreeornamentball,gray,small,smooth,1
christmastreeornamentball_color,christmastreeornamentball_small_smooth_02_red.png,christmastreeornamentball,red,small,smooth,2
christmastreeornamentball_color,christmastreeornamentball_small_smooth_02_green.png,christmastreeornamentball,green,small,smooth,2
christmastreeornamentball_color,christmastreeornamentball_small_smooth_02_blue.png,christmastreeornamentball,blue,small,smooth,2
christmastreeornamentball_color,christmastreeornamentball_small_smooth_02_yellow.png,christmastreeornamentball,yellow,small,smooth,2
christmastreeornamentball_color,christmastreeornamentball_small_smooth_02_orange.png,christmastreeornamentball,orange,small,smooth,2
christmastreeornamentball_color,christmastreeornamentball_small_smooth_02_purple.png,christmastreeornamentball,purple,small,smooth,2
christmastreeornamentball_color,christmastreeornamentball_small_smooth_02_pink.png,christmastreeornamentball,pink,small,smooth,2
christmastreeornamentball_color,christmastreeornamentball_small_smooth_02_brown.png,christmastreeornamentball,brown,small,smooth,2
christmastreeornamentball_color,christmastreeornamentball_small_smooth_02_black.png,christmastreeornamentball,black,small,smooth,2
christmastreeornamentball_color,christmastreeornamentball_small_smooth_02_gray.png,christmastreeornamentball,gray,small,smooth,2
cookie_color,cookie_large_bumpy_01_red.png,cookie,red,large,bumpy,1
cookie_color,cookie_large_bumpy_01_green.png,cookie,green,large,bumpy,1
cookie_color,cookie_large_bumpy_01_blue.png,cookie,blue,large,bumpy,1
cookie_color,cookie_large_bumpy_01_yellow.png,cookie,yellow,large,bumpy,1
cookie_color,cookie_large_bumpy_01_orange.png,cookie,orange,large,bumpy,1
cookie_color,cookie_large_bumpy_01_purple.png,cookie,purple,large,bumpy,1
cookie_color,cookie_large_bumpy_01_pink.png,cookie,pink,large,bumpy,1
cookie_color,cookie_large_bumpy_01_brown.png,cookie,brown,large,bumpy,1
cookie_color,cookie_large_bumpy_01_black.png,cookie,black,large,bumpy,1
cookie_color,cookie_large_bumpy_01_gray.png,cookie,gray,large,bumpy,1
cookie_color,cookie_large_bumpy_02_red.png,cookie,red,large,bumpy,2
cookie_color,cookie_large_bumpy_02_green.png,cookie,green,large,bumpy,2
cookie_color,cookie_large_bumpy_02_blue.png,cookie,blue,large,bumpy,2
cookie_color,cookie_large_bumpy_02_yellow.png,cookie,yellow,large,bumpy,2
cookie_color,cookie_large_bumpy_02_orange.png,cookie,orange,large,bumpy,2
cookie_color,cookie_large_bumpy_02_purple.png,cookie,purple,large,bumpy,2
cookie_color,cookie_large_bumpy_02_pink.png,cookie,pink,large,bumpy,2
cookie_color,cookie_large_bumpy_02_brown.png,cookie,brown,large,bumpy,2
cookie_color,cookie_large_bumpy_02_black.png,cookie,black,large,bumpy,2
cookie_color,cookie_large_bumpy_02_gray.png,cookie,gray,large,bumpy,2
cookie_color,cookie_large_smooth_01_red.png,cookie,red,large,smooth,1
cookie_color,cookie_large_smooth_01_green.png,cookie,green,large,smooth,1
cookie_color,cookie_large_smooth_01_blue.png,cookie,blue,large,smooth,1
cookie_color,cookie_large_smooth_01_yellow.png,cookie,yellow,large,smooth,1
cookie_color,cookie_large_smooth_01_orange.png,cookie,orange,large,smooth,1
cookie_color,cookie_large_smooth_01_purple.png,cookie,purple,large,smooth,1
cookie_color,cookie_large_smooth_01_pink.png,cookie,pink,large,smooth,1
cookie_color,cookie_large_smooth_01_brown.png,cookie,brown,large,smooth,1
cookie_color,cookie_large_smooth_01_black.png,cookie,black,large,smooth,1
cookie_color,cookie_large_smooth_01_gray.png,cookie,gray,large,smooth,1
cookie_color,cookie_large_smooth_02_red.png,cookie,red,large,smooth,2
cookie_color,cookie_large_smooth_02_green.png,cookie,green,large,smooth,2
cookie_color,cookie_large_smooth_02_blue.png,cookie,blue,large,smooth,2
cookie_color,cookie_large_smooth_02_yellow.png,cookie,yellow,large,smooth,2
cookie_color,cookie_large_smooth_02_orange.png,cookie,orange,large,smooth,2
cookie_color,cookie_large_smooth_02_purple.png,cookie,purple,large,smooth,2
cookie_color,cookie_large_smooth_02_pink.png,cookie,pink,large,smooth,2
cookie_color,cookie_large_smooth_02_brown.png,cookie,brown,large,smooth,2
cookie_color,cookie_large_smooth_02_black.png,cookie,black,large,smooth,2
cookie_color,cookie_large_smooth_02_gray.png,cookie,gray,large,smooth,2
cookie_color,cookie_medium_bumpy_01_red.png,cookie,red,medium,bumpy,1
cookie_color,cookie_medium_bumpy_01_green.png,cookie,green,medium,bumpy,1
cookie_color,cookie_medium_bumpy_01_blue.png,cookie,blue,medium,bumpy,1
cookie_color,cookie_medium_bumpy_01_yellow.png,cookie,yellow,medium,bumpy,1
cookie_color,cookie_medium_bumpy_01_orange.png,cookie,orange,medium,bumpy,1
cookie_color,cookie_medium_bumpy_01_purple.png,cookie,purple,medium,bumpy,1
cookie_color,cookie_medium_bumpy_01_pink.png,cookie,pink,medium,bumpy,1
cookie_color,cookie_medium_bumpy_01_brown.png,cookie,brown,medium,bumpy,1
cookie_color,cookie_medium_bumpy_01_black.png,cookie,black,medium,bumpy,1
cookie_color,cookie_medium_bumpy_01_gray.png,cookie,gray,medium,bumpy,1
cookie_color,cookie_medium_bumpy_02_red.png,cookie,red,medium,bumpy,2
cookie_color,cookie_medium_bumpy_02_green.png,cookie,green,medium,bumpy,2
cookie_color,cookie_medium_bumpy_02_blue.png,cookie,blue,medium,bumpy,2
cookie_color,cookie_medium_bumpy_02_yellow.png,cookie,yellow,medium,bumpy,2
cookie_color,cookie_medium_bumpy_02_orange.png,cookie,orange,medium,bumpy,2
cookie_color,cookie_medium_bumpy_02_purple.png,cookie,purple,medium,bumpy,2
cookie_color,cookie_medium_bumpy_02_pink.png,cookie,pink,medium,bumpy,2
cookie_color,cookie_medium_bumpy_02_brown.png,cookie,brown,medium,bumpy,2
cookie_color,cookie_medium_bumpy_02_black.png,cookie,black,medium,bumpy,2
cookie_color,cookie_medium_bumpy_02_gray.png,cookie,gray,medium,bumpy,2
cookie_color,cookie_medium_smooth_01_red.png,cookie,red,medium,smooth,1
cookie_color,cookie_medium_smooth_01_green.png,cookie,green,medium,smooth,1
cookie_color,cookie_medium_smooth_01_blue.png,cookie,blue,medium,smooth,1
cookie_color,cookie_medium_smooth_01_yellow.png,cookie,yellow,medium,smooth,1
cookie_color,cookie_medium_smooth_01_orange.png,cookie,orange,medium,smooth,1
cookie_color,cookie_medium_smooth_01_purple.png,cookie,purple,medium,smooth,1
cookie_color,cookie_medium_smooth_01_pink.png,cookie,pink,medium,smooth,1
cookie_color,cookie_medium_smooth_01_brown.png,cookie,brown,medium,smooth,1
cookie_color,cookie_medium_smooth_01_black.png,cookie,black,medium,smooth,1
cookie_color,cookie_medium_smooth_01_gray.png,cookie,gray,medium,smooth,1
cookie_color,cookie_medium_smooth_02_red.png,cookie,red,medium,smooth,2
cookie_color,cookie_medium_smooth_02_green.png,cookie,green,medium,smooth,2
cookie_color,cookie_medium_smooth_02_blue.png,cookie,blue,medium,smooth,2
cookie_color,cookie_medium_smooth_02_yellow.png,cookie,yellow,medium,smooth,2
cookie_color,cookie_medium_smooth_02_orange.png,cookie,orange,medium,smooth,2
cookie_color,cookie_medium_smooth_02_purple.png,cookie,purple,medium,smooth,2
cookie_color,cookie_medium_smooth_02_pink.png,cookie,pink,medium,smooth,2
cookie_color,cookie_medium_smooth_02_brown.png,cookie,brown,medium,smooth,2
cookie_color,cookie_medium_smooth_02_black.png,cookie,black,medium,smooth,2
cookie_color,cookie_medium_smooth_02_gray.png,cookie,gray,medium,smooth,2
cookie_color,cookie_small_bumpy_01_red.png,cookie,red,small,bumpy,1
cookie_color,cookie_small_bumpy_01_green.png,cookie,green,small,bumpy,1
cookie_color,cookie_small_bumpy_01_blue.png,cookie,blue,small,bumpy,1
cookie_color,cookie_small_bumpy_01_yellow.png,cookie,yellow,small,bumpy,1
cookie_color,cookie_small_bumpy_01_orange.png,cookie,orange,small,bumpy,1
cookie_color,cookie_small_bumpy_01_purple.png,cookie,purple,small,bumpy,1
cookie_color,cookie_small_bumpy_01_pink.png,cookie,pink,small,bumpy,1
cookie_color,cookie_small_bumpy_01_brown.png,cookie,brown,small,bumpy,1
cookie_color,cookie_small_bumpy_01_black.png,cookie,black,small,bumpy,1
cookie_color,cookie_small_bumpy_01_gray.png,cookie,gray,small,bumpy,1
cookie_color,cookie_small_bumpy_02_red.png,cookie,red,small,bumpy,2
cookie_color,cookie_small_bumpy_02_green.png,cookie,green,small,bumpy,2
cookie_color,cookie_small_bumpy_02_blue.png,cookie,blue,small,bumpy,2
cookie_color,cookie_small_bumpy_02_yellow.png,cookie,yellow,small,bumpy,2
cookie_color,cookie_small_bumpy_02_orange.png,cookie,orange,small,bumpy,2
cookie_color,cookie_small_bumpy_02_purple.png,cookie,purple,small,bumpy,2
cookie_color,cookie_small_bumpy_02_pink.png,cookie,pink,small,bumpy,2
cookie_color,cookie_small_bumpy_02_brown.png,cookie,brown,small,bumpy,2
cookie_color,cookie_small_bumpy_02_black.png,cookie,black,small,bumpy,2
cookie_color,cookie_small_bumpy_02_gray.png,cookie,gray,small,bumpy,2
cookie_color,cookie_small_smooth_01_red.png,cookie,red,small,smooth,1
cookie_color,cookie_small_smooth_01_green.png,cookie,green,small,smooth,1
cookie_color,cookie_small_smooth_01_blue.png,cookie,blue,small,smooth,1
cookie_color,cookie_small_smooth_01_yellow.png,cookie,yellow,small,smooth,1
cookie_color,cookie_small_smooth_01_orange.png,cookie,orange,small,smooth,1
cookie_color,cookie_small_smooth_01_purple.png,cookie,purple,small,smooth,1
cookie_color,cookie_small_smooth_01_pink.png,cookie,pink,small,smooth,1
cookie_color,cookie_small_smooth_01_brown.png,cookie,brown,small,smooth,1
cookie_color,cookie_small_smooth_01_black.png,cookie,black,small,smooth,1
cookie_color,cookie_small_smooth_01_gray.png,cookie,gray,small,smooth,1
cookie_color,cookie_small_smooth_02_red.png,cookie,red,small,smooth,2
cookie_color,cookie_small_smooth_02_green.png,cookie,green,small,smooth,2
cookie_color,cookie_small_smooth_02_blue.png,cookie,blue,small,smooth,2
cookie_color,cookie_small_smooth_02_yellow.png,cookie,yellow,small,smooth,2
cookie_color,cookie_small_smooth_02_orange.png,cookie,orange,small,smooth,2
cookie_color,cookie_small_smooth_02_purple.png,cookie,purple,small,smooth,2
cookie_color,cookie_small_smooth_02_pink.png,cookie,pink,small,smooth,2
cookie_color,cookie_small_smooth_02_brown.png,cookie,brown,small,smooth,2
cookie_color,cookie_small_smooth_02_black.png,cookie,black,small,smooth,2
cookie_color,cookie_small_smooth_02_gray.png,cookie,gray,small,smooth,2
cushion_color,cushion_large_bumpy_01_red.png,cushion,red,large,bumpy,1
cushion_color,cushion_large_bumpy_01_green.png,cushion,green,large,bumpy,1
cushion_color,cushion_large_bumpy_01_blue.png,cushion,blue,large,bumpy,1
cushion_color,cushion_large_bumpy_01_yellow.png,cushion,yellow,large,bumpy,1
cushion_color,cushion_large_bumpy_01_orange.png,cushion,orange,large,bumpy,1
cushion_color,cushion_large_bumpy_01_purple.png,cushion,purple,large,bumpy,1
cushion_color,cushion_large_bumpy_01_pink.png,cushion,pink,large,bumpy,1
cushion_color,cushion_large_bumpy_01_brown.png,cushion,brown,large,bumpy,1
cushion_color,cushion_large_bumpy_01_black.png,cushion,black,large,bumpy,1
cushion_color,cushion_large_bumpy_01_gray.png,cushion,gray,large,bumpy,1
cushion_color,cushion_large_bumpy_02_red.png,cushion,red,large,bumpy,2
cushion_color,cushion_large_bumpy_02_green.png,cushion,green,large,bumpy,2
cushion_color,cushion_large_bumpy_02_blue.png,cushion,blue,large,bumpy,2
cushion_color,cushion_large_bumpy_02_yellow.png,cushion,yellow,large,bumpy,2
cushion_color,cushion_large_bumpy_02_orange.png,cushion,orange,large,bumpy,2
cushion_color,cushion_large_bumpy_02_purple.png,cushion,purple,large,bumpy,2
cushion_color,cushion_large_bumpy_02_pink.png,cushion,pink,large,bumpy,2
cushion_color,cushion_large_bumpy_02_brown.png,cushion,brown,large,bumpy,2
cushion_color,cushion_large_bumpy_02_black.png,cushion,black,large,bumpy,2
cushion_color,cushion_large_bumpy_02_gray.png,cushion,gray,large,bumpy,2
cushion_color,cushion_large_smooth_01_red.png,cushion,red,large,smooth,1
cushion_color,cushion_large_smooth_01_green.png,cushion,green,large,smooth,1
cushion_color,cushion_large_smooth_01_blue.png,cushion,blue,large,smooth,1
cushion_color,cushion_large_smooth_01_yellow.png,cushion,yellow,large,smooth,1
cushion_color,cushion_large_smooth_01_orange.png,cushion,orange,large,smooth,1
cushion_color,cushion_large_smooth_01_purple.png,cushion,purple,large,smooth,1
cushion_color,cushion_large_smooth_01_pink.png,cushion,pink,large,smooth,1
cushion_color,cushion_large_smooth_01_brown.png,cushion,brown,large,smooth,1
cushion_color,cushion_large_smooth_01_black.png,cushion,black,large,smooth,1
cushion_color,cushion_large_smooth_01_gray.png,cushion,gray,large,smooth,1
cushion_color,cushion_large_smooth_02_red.png,cushion,red,large,smooth,2
cushion_color,cushion_large_smooth_02_green.png,cushion,green,large,smooth,2
cushion_color,cushion_large_smooth_02_blue.png,cushion,blue,large,smooth,2
cushion_color,cushion_large_smooth_02_yellow.png,cushion,yellow,large,smooth,2
cushion_color,cushion_large_smooth_02_orange.png,cushion,orange,large,smooth,2
cushion_color,cushion_large_smooth_02_purple.png,cushion,purple,large,smooth,2
cushion_color,cushion_large_smooth_02_pink.png,cushion,pink,large,smooth,2
cushion_color,cushion_large_smooth_02_brown.png,cushion,brown,large,smooth,2
cushion_color,cushion_large_smooth_02_black.png,cushion,black,large,smooth,2
cushion_color,cushion_large_smooth_02_gray.png,cushion,gray,large,smooth,2
cushion_color,cushion_medium_bumpy_01_red.png,cushion,red,medium,bumpy,1
cushion_color,cushion_medium_bumpy_01_green.png,cushion,green,medium,bumpy,1
cushion_color,cushion_medium_bumpy_01_blue.png,cushion,blue,medium,bumpy,1
cushion_color,cushion_medium_bumpy_01_yellow.png,cushion,yellow,medium,bumpy,1
cushion_color,cushion_medium_bumpy_01_orange.png,cushion,orange,medium,bumpy,1
cushion_color,cushion_medium_bumpy_01_purple.png,cushion,purple,medium,bumpy,1
cushion_color,cushion_medium_bumpy_01_pink.png,cushion,pink,medium,bumpy,1
cushion_color,cushion_medium_bumpy_01_brown.png,cushion,brown,medium,bumpy,1
cushion_color,cushion_medium_bumpy_01_black.png,cushion,black,medium,bumpy,1
cushion_color,cushion_medium_bumpy_01_gray.png,cushion,gray,medium,bumpy,1
cushion_color,cushion_medium_bumpy_02_red.png,cushion,red,medium,bumpy,2
cushion_color,cushion_medium_bumpy_02_green.png,cushion,green,medium,bumpy,2
cushion_color,cushion_medium_bumpy_02_blue.png,cushion,blue,medium,bumpy,2
cushion_color,cushion_medium_bumpy_02_yellow.png,cushion,yellow,medium,bumpy,2
cushion_color,cushion_medium_bumpy_02_orange.png,cushion,orange,medium,bumpy,2
cushion_color,cushion_medium_bumpy_02_purple.png,cushion,purple,medium,bumpy,2
cushion_color,cushion_medium_bumpy_02_pink.png,cushion,pink,medium,bumpy,2
cushion_color,cushion_medium_bumpy_02_brown.png,cushion,brown,medium,bumpy,2
cushion_color,cushion_medium_bumpy_02_black.png,cushion,black,medium,bumpy,2
cushion_color,cushion_medium_bumpy_02_gray.png,cushion,gray,medium,bumpy,2
cushion_color,cushion_medium_smooth_01_red.png,cushion,red,medium,smooth,1
cushion_color,cushion_medium_smooth_01_green.png,cushion,green,medium,smooth,1
cushion_color,cushion_medium_smooth_01_blue.png,cushion,blue,medium,smooth,1
cushion_color,cushion_medium_smooth_01_yellow.png,cushion,yellow,medium,smooth,1
cushion_color,cushion_medium_smooth_01_orange.png,cushion,orange,medium,smooth,1
cushion_color,cushion_medium_smooth_01_purple.png,cushion,purple,medium,smooth,1
cushion_color,cushion_medium_smooth_01_pink.png,cushion,pink,medium,smooth,1
cushion_color,cushion_medium_smooth_01_brown.png,cushion,brown,medium,smooth,1
cushion_color,cushion_medium_smooth_01_black.png,cushion,black,medium,smooth,1
cushion_color,cushion_medium_smooth_01_gray.png,cushion,gray,medium,smooth,1
cushion_color,cushion_medium_smooth_02_red.png,cushion,red,medium,smooth,2
cushion_color,cushion_medium_smooth_02_green.png,cushion,green,medium,smooth,2
cushion_color,cushion_medium_smooth_02_blue.png,cushion,blue,medium,smooth,2
cushion_color,cushion_medium_smooth_02_yellow.png,cushion,yellow,medium,smooth,2
cushion_color,cushion_medium_smooth_02_orange.png,cushion,orange,medium,smooth,2
cushion_color,cushion_medium_smooth_02_purple.png,cushion,purple,medium,smooth,2
cushion_color,cushion_medium_smooth_02_pink.png,cushion,pink,medium,smooth,2
cushion_color,cushion_medium_smooth_02_brown.png,cushion,brown,medium,smooth,2
cushion_color,cushion_medium_smooth_02_black.png,cushion,black,medium,smooth,2
cushion_color,cushion_medium_smooth_02_gray.png,cushion,gray,medium,smooth,2
cushion_color,cushion_small_bumpy_01_red.png,cushion,red,small,bumpy,1
cushion_color,cushion_small_bumpy_01_green.png,cushion,green,small,bumpy,1
cushion_color,cushion_small_bumpy_01_blue.png,cushion,blue,small,bumpy,1
cushion_color,cushion_small_bumpy_01_yellow.png,cushion,yellow,small,bumpy,1
cushion_color,cushion_small_bumpy_01_orange.png,cushion,orange,small,bumpy,1
